LoincNumber,LongCommonName,PartNumber,PartTypeName,PartName,PartSequenceOrder,RID,PreferredName,RPID,LongName
37532-9,XR Great toe - bilateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37532-9,XR Great toe - bilateral,LP222085-5,Rad.Anatomic Location.Imaging Focus,Great toe,A,RID2993,Great toe,,
37532-9,XR Great toe - bilateral,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
37533-7,XR Great toe - left,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
37533-7,XR Great toe - left,LP222085-5,Rad.Anatomic Location.Imaging Focus,Great toe,A,RID2993,Great toe,,
37533-7,XR Great toe - left,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37533-7,XR Great toe - left,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37533-7,XR Great toe - left,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
37533-7,XR Great toe - left,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37534-5,XR Toe second - left,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37534-5,XR Toe second - left,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
37534-5,XR Toe second - left,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37534-5,XR Toe second - left,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37534-5,XR Toe second - left,LP221478-3,Rad.Anatomic Location.Imaging Focus,Toe.second,A,RID2996,Second toe,,
37534-5,XR Toe second - left,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
37535-2,XR Toe third - left,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
37535-2,XR Toe third - left,LP221479-1,Rad.Anatomic Location.Imaging Focus,Toe.third,A,RID2997,Third toe,,
37535-2,XR Toe third - left,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37535-2,XR Toe third - left,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37535-2,XR Toe third - left,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
37535-2,XR Toe third - left,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37538-6,XR Shoulder - left Grashey and axillary and Y,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37538-6,XR Shoulder - left Grashey and axillary and Y,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37538-6,XR Shoulder - left Grashey and axillary and Y,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37538-6,XR Shoulder - left Grashey and axillary and Y,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37538-6,XR Shoulder - left Grashey and axillary and Y,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
37538-6,XR Shoulder - left Grashey and axillary and Y,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID1852,Shoulder girdle,,
37538-6,XR Shoulder - left Grashey and axillary and Y,LP200011-7,Rad.Anatomic Location.Imaging Focus,Shoulder,A,RID39518,Shoulder,,
37538-6,XR Shoulder - left Grashey and axillary and Y,LP220566-6,Rad.View.View type,Grashey,A.A,RID43625,Grashey view,,
37538-6,XR Shoulder - left Grashey and axillary and Y,LP220557-5,Rad.View.View type,axillary,A.B,RID45790,Axillary view,,
37538-6,XR Shoulder - left Grashey and axillary and Y,LP220619-3,Rad.View.View type,Y,A.C,RID50129,Y view,,
37539-4,MG Breast grid,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37539-4,MG Breast grid,LP208647-0,Rad.Modality.Modality type,MG,A,RID10357,mammography,,
37539-4,MG Breast grid,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37539-4,MG Breast grid,LP199961-6,Rad.Anatomic Location.Region Imaged,Breast,A,RID28749,breast,,
37539-4,MG Breast grid,LP264224-9,Rad.View.View type,Grid,A,RID10534,Radiography grid,,
37539-4,MG Breast grid,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37540-2,XR Knee - bilateral Holmblad W standing,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37540-2,XR Knee - bilateral Holmblad W standing,LP220568-2,Rad.View.View type,Holmblad,A,RID43630,Holmblad view,,
37540-2,XR Knee - bilateral Holmblad W standing,LP221186-2,Rad.Maneuver.Maneuver type,Standing,A,RID50083,Standing maneuver,,
37540-2,XR Knee - bilateral Holmblad W standing,LP200088-5,Rad.Timing,W,A,RID49853,W,,
37540-2,XR Knee - bilateral Holmblad W standing,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37540-2,XR Knee - bilateral Holmblad W standing,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
37540-2,XR Knee - bilateral Holmblad W standing,LP199984-8,Rad.Anatomic Location.Imaging Focus,Knee,A,RID2743,knee,,
37540-2,XR Knee - bilateral Holmblad W standing,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
37540-2,XR Knee - bilateral Holmblad W standing,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37541-0,XR Mastoid - bilateral law and Mayer and Stenver and Towne,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37541-0,XR Mastoid - bilateral law and Mayer and Stenver and Towne,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
37541-0,XR Mastoid - bilateral law and Mayer and Stenver and Towne,LP199989-7,Rad.Anatomic Location.Imaging Focus,Mastoid,A,RID35754,Mastoid region,,
37541-0,XR Mastoid - bilateral law and Mayer and Stenver and Towne,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37541-0,XR Mastoid - bilateral law and Mayer and Stenver and Towne,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,,
37541-0,XR Mastoid - bilateral law and Mayer and Stenver and Towne,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37541-0,XR Mastoid - bilateral law and Mayer and Stenver and Towne,LP245419-9,Rad.View.View type,Mayer,A.B,RID43653,Mayer view,,
37541-0,XR Mastoid - bilateral law and Mayer and Stenver and Towne,LP220605-2,Rad.View.View type,Towne,A.D,RID43686,Towne view,,
37542-8,MG Breast magnification,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37542-8,MG Breast magnification,LP249289-2,Rad.View.View type,Magnification,A,RID28651,Magnification,,
37542-8,MG Breast magnification,LP199961-6,Rad.Anatomic Location.Region Imaged,Breast,A,RID28749,breast,,
37542-8,MG Breast magnification,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37542-8,MG Breast magnification,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37542-8,MG Breast magnification,LP208647-0,Rad.Modality.Modality type,MG,A,RID10357,mammography,,
37543-6,MG Breast - bilateral magnification,LP208647-0,Rad.Modality.Modality type,MG,A,RID10357,mammography,,
37543-6,MG Breast - bilateral magnification,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
37543-6,MG Breast - bilateral magnification,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37543-6,MG Breast - bilateral magnification,LP199961-6,Rad.Anatomic Location.Region Imaged,Breast,A,RID28749,breast,,
37543-6,MG Breast - bilateral magnification,LP249289-2,Rad.View.View type,Magnification,A,RID28651,Magnification,,
37543-6,MG Breast - bilateral magnification,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37544-4,XR Wrist - bilateral oblique,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37544-4,XR Wrist - bilateral oblique,LP220585-6,Rad.View.View type,oblique,A,RID45661,oblique view,,
37544-4,XR Wrist - bilateral oblique,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37544-4,XR Wrist - bilateral oblique,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37544-4,XR Wrist - bilateral oblique,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
37544-4,XR Wrist - bilateral oblique,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37544-4,XR Wrist - bilateral oblique,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37545-1,XR Hip - left oblique crosstable,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37545-1,XR Hip - left oblique crosstable,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
37545-1,XR Hip - left oblique crosstable,LP199979-8,Rad.Anatomic Location.Imaging Focus,Hip,A,RID2639,hip,,
37545-1,XR Hip - left oblique crosstable,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
37545-1,XR Hip - left oblique crosstable,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37545-1,XR Hip - left oblique crosstable,LP220585-6,Rad.View.View type,oblique,A,RID45661,oblique view,,
37545-1,XR Hip - left oblique crosstable,LP222059-0,Rad.View.Aggregation,View,A,RID43399,1 view,,
37546-9,XR Temporomandibular joint - bilateral open and closed mouth,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,RPID2579,XR Temporomandibular Joint Open and Closed Bilateral
37546-9,XR Temporomandibular joint - bilateral open and closed mouth,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,RPID2579,XR Temporomandibular Joint Open and Closed Bilateral
37546-9,XR Temporomandibular joint - bilateral open and closed mouth,LP199977-2,Rad.Anatomic Location.Region Imaged,Head,A,RID9080,head,RPID2579,XR Temporomandibular Joint Open and Closed Bilateral
37546-9,XR Temporomandibular joint - bilateral open and closed mouth,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,RPID2579,XR Temporomandibular Joint Open and Closed Bilateral
37546-9,XR Temporomandibular joint - bilateral open and closed mouth,LP207356-9,Rad.Anatomic Location.Imaging Focus,Temporomandibular joint,A,RID9779,Temporomandibular joint,RPID2579,XR Temporomandibular Joint Open and Closed Bilateral
37546-9,XR Temporomandibular joint - bilateral open and closed mouth,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,RPID2579,XR Temporomandibular Joint Open and Closed Bilateral
37546-9,XR Temporomandibular joint - bilateral open and closed mouth,LP232821-1,Rad.View.View type,Open mouth,A.A,RID10451,Open mouth position,RPID2579,XR Temporomandibular Joint Open and Closed Bilateral
37546-9,XR Temporomandibular joint - bilateral open and closed mouth,LP232822-9,Rad.View.View type,Closed mouth,A.B,RID50172,Closed mouth,RPID2579,XR Temporomandibular Joint Open and Closed Bilateral
37547-7,XR Wrist - bilateral PA and lateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37547-7,XR Wrist - bilateral PA and lateral,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37547-7,XR Wrist - bilateral PA and lateral,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
37547-7,XR Wrist - bilateral PA and lateral,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37547-7,XR Wrist - bilateral PA and lateral,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37547-7,XR Wrist - bilateral PA and lateral,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37547-7,XR Wrist - bilateral PA and lateral,LP220588-0,Rad.View.View type,PA,A.A,RID43594,PA view,,
37547-7,XR Wrist - bilateral PA and lateral,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37548-5,XR Wrist - left PA and lateral,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37548-5,XR Wrist - left PA and lateral,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37548-5,XR Wrist - left PA and lateral,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
37548-5,XR Wrist - left PA and lateral,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37548-5,XR Wrist - left PA and lateral,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37548-5,XR Wrist - left PA and lateral,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37548-5,XR Wrist - left PA and lateral,LP220588-0,Rad.View.View type,PA,A.A,RID43594,PA view,,
37548-5,XR Wrist - left PA and lateral,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37549-3,XR Wrist - bilateral PA and lateral and oblique,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37549-3,XR Wrist - bilateral PA and lateral and oblique,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37549-3,XR Wrist - bilateral PA and lateral and oblique,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37549-3,XR Wrist - bilateral PA and lateral and oblique,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
37549-3,XR Wrist - bilateral PA and lateral and oblique,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37549-3,XR Wrist - bilateral PA and lateral and oblique,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37549-3,XR Wrist - bilateral PA and lateral and oblique,LP220588-0,Rad.View.View type,PA,A.A,RID43594,PA view,,
37549-3,XR Wrist - bilateral PA and lateral and oblique,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37549-3,XR Wrist - bilateral PA and lateral and oblique,LP220585-6,Rad.View.View type,oblique,A.C,RID45661,oblique view,,
37550-1,XR Wrist - left PA and lateral and oblique,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37550-1,XR Wrist - left PA and lateral and oblique,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37550-1,XR Wrist - left PA and lateral and oblique,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
37550-1,XR Wrist - left PA and lateral and oblique,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37550-1,XR Wrist - left PA and lateral and oblique,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37550-1,XR Wrist - left PA and lateral and oblique,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37550-1,XR Wrist - left PA and lateral and oblique,LP220588-0,Rad.View.View type,PA,A.A,RID43594,PA view,,
37550-1,XR Wrist - left PA and lateral and oblique,LP220572-4,Rad.View.View type,lateral,A.B,RID43591,lateral view,,
37550-1,XR Wrist - left PA and lateral and oblique,LP220585-6,Rad.View.View type,oblique,A.C,RID45661,oblique view,,
37551-9,MG Breast spot,LP208647-0,Rad.Modality.Modality type,MG,A,RID10357,mammography,,
37551-9,MG Breast spot,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
37551-9,MG Breast spot,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37551-9,MG Breast spot,LP199961-6,Rad.Anatomic Location.Region Imaged,Breast,A,RID28749,breast,,
37551-9,MG Breast spot,LP220599-7,Rad.View.View type,spot,A,RID43597,Spot view,,
37551-9,MG Breast spot,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37552-7,MG Breast - bilateral spot,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37552-7,MG Breast - bilateral spot,LP220599-7,Rad.View.View type,spot,A,RID43597,Spot view,,
37552-7,MG Breast - bilateral spot,LP199961-6,Rad.Anatomic Location.Region Imaged,Breast,A,RID28749,breast,,
37552-7,MG Breast - bilateral spot,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37552-7,MG Breast - bilateral spot,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
37552-7,MG Breast - bilateral spot,LP208647-0,Rad.Modality.Modality type,MG,A,RID10357,mammography,,
37553-5,MG Breast - left spot compression,LP208647-0,Rad.Modality.Modality type,MG,A,RID10357,mammography,,
37553-5,MG Breast - left spot compression,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
37553-5,MG Breast - left spot compression,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37553-5,MG Breast - left spot compression,LP199961-6,Rad.Anatomic Location.Region Imaged,Breast,A,RID28749,breast,,
37553-5,MG Breast - left spot compression,LP220599-7,Rad.View.View type,spot,A,RID43597,Spot view,,
37553-5,MG Breast - left spot compression,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37554-3,MG Breast - bilateral magnification and spot,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37554-3,MG Breast - bilateral magnification and spot,LP199961-6,Rad.Anatomic Location.Region Imaged,Breast,A,RID28749,breast,,
37554-3,MG Breast - bilateral magnification and spot,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37554-3,MG Breast - bilateral magnification and spot,LP199951-7,Rad.Anatomic Location.Laterality,Bilateral,A,RID5771,Bilateral,,
37554-3,MG Breast - bilateral magnification and spot,LP208647-0,Rad.Modality.Modality type,MG,A,RID10357,mammography,,
37554-3,MG Breast - bilateral magnification and spot,LP249289-2,Rad.View.View type,Magnification,A.A,RID28651,Magnification,,
37554-3,MG Breast - bilateral magnification and spot,LP220599-7,Rad.View.View type,spot,A.B,RID43597,Spot view,,
37555-0,XR Wrist - left ulnar deviation and radial deviation,LP221474-2,Rad.Anatomic Location.Imaging Focus,Wrist,A,RID2177,Wrist,,
37555-0,XR Wrist - left ulnar deviation and radial deviation,LP199952-5,Rad.Anatomic Location.Laterality,Left,A,RID5824,LEFT,,
37555-0,XR Wrist - left ulnar deviation and radial deviation,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37555-0,XR Wrist - left ulnar deviation and radial deviation,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37555-0,XR Wrist - left ulnar deviation and radial deviation,LP200031-5,Rad.Anatomic Location.Region Imaged,Upper extremity,A,RID1850,Upper extremity,,
37555-0,XR Wrist - left ulnar deviation and radial deviation,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37556-8,XR Ankle W manual stress,LP221404-9,Rad.View.Aggregation,Views,A,RID49567,multiple views,,
37556-8,XR Ankle W manual stress,LP207491-4,Rad.Maneuver.Maneuver type,Stress,A,RID10475,Stress maneuver,,
37556-8,XR Ankle W manual stress,LP200088-5,Rad.Timing,W,A,RID49853,W,,
37556-8,XR Ankle W manual stress,LP199985-5,Rad.Anatomic Location.Region Imaged,Lower extremity,A,RID2638,Lower extremity,,
37556-8,XR Ankle W manual stress,LP199954-1,Rad.Anatomic Location.Laterality.Presence,TRUE,A,RID49844,Laterality present,,
37556-8,XR Ankle W manual stress,LP212285-3,Rad.Modality.Modality type,XR,A,RID10345,projection radiography,,
37556-8,XR Ankle W manual stress,LP199955-8,Rad.Anatomic Location.Laterality,Unspecified,A,RID49843,Unspecified laterality,,
